"id","date_year","date_prel","liste_faunistique_floristique","facies_substrat","facies_vitesse","facies_profondeur"
398945,"2010",2010-07-30 00:00:00.000,3541597,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398945,"2011",2011-07-05 00:00:00.000,3544908,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398945,"2012",2012-07-27 00:00:00.000,3545120,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398945,"2013",2013-07-23 00:00:00.000,3545197,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398946,"2010",2010-07-30 00:00:00.000,3541598,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398946,"2011",2011-07-05 00:00:00.000,3544909,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398946,"2012",2012-07-27 00:00:00.000,3545121,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398946,"2013",2013-07-23 00:00:00.000,3545198,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398947,"2010",2010-09-14 00:00:00.000,3541599,"Pierres, galets",Vitesse < 5 cm/s,
398947,"2011",2011-08-04 00:00:00.000,3544910,"Pierres, galets",Vitesse < 5 cm/s,
398947,"2012",2012-08-08 00:00:00.000,3545122,"Pierres, galets",Vitesse < 5 cm/s,
398947,"2013",2013-07-25 00:00:00.000,3545199,"Pierres, galets",Vitesse < 5 cm/s,
398949,"2010",2010-08-11 00:00:00.000,3541600,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398949,"2011",2011-07-05 00:00:00.000,3544911,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398949,"2012",2012-09-27 00:00:00.000,3545123,"Pierres, galets",Vitesse < 5 cm/s,
398949,"2013",2013-07-24 00:00:00.000,3545200,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398950,"2010",2010-08-11 00:00:00.000,3541601,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398950,"2011",2011-07-05 00:00:00.000,3544912,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398950,"2012",2012-09-27 00:00:00.000,3545124,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398950,"2013",2013-07-24 00:00:00.000,3545201,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398951,"2007",2007-10-09 00:00:00.000,3534608,pierres,"75 cm/s <= vitesse < 150 cm/s",
398951,"2008",2008-09-26 00:00:00.000,3536277,pierres,"25 cm/s <= vitesse < 75 cm/s",
398951,"2009",2009-09-29 00:00:00.000,3537167,pierres,"25 cm/s <= vitesse < 75 cm/s",
398951,"2010",2010-09-28 00:00:00.000,3539610,pierres,"25 cm/s <= vitesse < 75 cm/s",
398951,"2011",2011-09-14 00:00:00.000,3545018,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398951,"2012",2012-09-24 00:00:00.000,3545084,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398951,"2013",2013-07-24 00:00:00.000,3545202,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398951,"2007",2007-08-06 00:00:00.000,3576680,,,
398951,"2007",2007-08-06 00:00:00.000,3576681,,,
398951,"2007",2007-08-06 00:00:00.000,3576682,,,
398951,"2008",2008-06-30 00:00:00.000,3578404,,,
398951,"2008",2008-06-30 00:00:00.000,3578405,,,
398951,"2008",2008-06-30 00:00:00.000,3578406,,,
398951,"2009",2009-06-18 00:00:00.000,3589692,,,
398951,"2009",2009-06-18 00:00:00.000,3589693,,,
398951,"2009",2009-06-18 00:00:00.000,3589694,,,
398951,"2010",2010-06-11 00:00:00.000,3598728,,,
398951,"2010",2010-06-11 00:00:00.000,3598729,,,
398951,"2010",2010-06-11 00:00:00.000,3598730,,,
398951,"2011",2011-06-21 00:00:00.000,3604013,,,
398951,"2011",2011-06-21 00:00:00.000,3604014,,,
398951,"2011",2011-06-21 00:00:00.000,3604015,,,
398951,"2012",2012-06-28 00:00:00.000,3613913,,,
398951,"2012",2012-06-28 00:00:00.000,3613914,,,
398951,"2012",2012-06-28 00:00:00.000,3613915,,,
398951,"2013",2013-07-09 00:00:00.000,3624664,,,
398951,"2013",2013-07-09 00:00:00.000,3624665,,,
398951,"2013",2013-07-09 00:00:00.000,3624666,,,
398951,"2008",2008-09-30 00:00:00.000,3644216,,,
398951,"2012",2012-08-21 00:00:00.000,3668727,,,
398951,"2008",2008-09-30 00:00:00.000,3671051,,,
398951,"2010",2010-08-25 00:00:00.000,3673972,,,
398952,"2007",2007-09-25 00:00:00.000,3534579,pierres,"75 cm/s <= vitesse < 150 cm/s",
398952,"2008",2008-10-14 00:00:00.000,3536278,pierres,"25 cm/s <= vitesse < 75 cm/s",
398952,"2009",2009-09-22 00:00:00.000,3537887,pierres,"25 cm/s <= vitesse < 75 cm/s",
398952,"2010",2010-10-13 00:00:00.000,3539611,pierres,"25 cm/s <= vitesse < 75 cm/s",
398952,"2011",2011-09-14 00:00:00.000,3545006,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398952,"2012",2012-09-24 00:00:00.000,3545073,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398952,"2013",2013-07-23 00:00:00.000,3545204,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398952,"2007",2007-08-06 00:00:00.000,3576665,,,
398952,"2007",2007-08-06 00:00:00.000,3576666,,,
398952,"2007",2007-08-06 00:00:00.000,3576667,,,
398952,"2008",2008-06-25 00:00:00.000,3578377,,,
398952,"2008",2008-06-25 00:00:00.000,3578378,,,
398952,"2008",2008-06-25 00:00:00.000,3578379,,,
398952,"2009",2009-06-16 00:00:00.000,3589665,,,
398952,"2009",2009-06-16 00:00:00.000,3589666,,,
398952,"2009",2009-06-16 00:00:00.000,3589667,,,
398952,"2010",2010-06-29 00:00:00.000,3597750,,,
398952,"2010",2010-06-29 00:00:00.000,3597751,,,
398952,"2010",2010-06-29 00:00:00.000,3597752,,,
398952,"2012",2012-06-28 00:00:00.000,3613883,,,
398952,"2012",2012-06-28 00:00:00.000,3613884,,,
398952,"2012",2012-06-28 00:00:00.000,3613885,,,
398952,"2013",2013-07-17 00:00:00.000,3624505,,,
398952,"2013",2013-07-17 00:00:00.000,3624506,,,
398952,"2013",2013-07-17 00:00:00.000,3624507,,,
398952,"2008",2008-10-07 00:00:00.000,3644175,,,
398952,"2012",2012-09-27 00:00:00.000,3671424,,,
398952,"2010",2010-10-06 00:00:00.000,3676751,,,
398952,"2008",2008-10-07 00:00:00.000,3679394,,,
398953,"2007",2007-08-28 00:00:00.000,3525911,,,
398953,"2007",2007-08-28 00:00:00.000,3525912,,,
398953,"2009",2009-08-28 00:00:00.000,3527278,,,
398953,"2009",2009-08-28 00:00:00.000,3527279,,,
398953,"2007",2007-09-12 00:00:00.000,3534816,pierres,"25 cm/s <= vitesse < 75 cm/s",
398953,"2008",2008-10-15 00:00:00.000,3536279,pierres,"25 cm/s <= vitesse < 75 cm/s",
398953,"2009",2009-10-19 00:00:00.000,3537168,pierres,"25 cm/s <= vitesse < 75 cm/s",
398953,"2010",2010-09-16 00:00:00.000,3539612,pierres,"25 cm/s <= vitesse < 75 cm/s",
398953,"2011",2011-10-06 00:00:00.000,3545013,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398953,"2012",2012-10-16 00:00:00.000,3545080,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398953,"2013",2013-07-23 00:00:00.000,3545205,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398953,"2007",2007-07-16 00:00:00.000,3551306,Bryophytes,"25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-07-16 00:00:00.000,3551307,"Sables, limons",Vitesse < 5 cm/s,"Entre 0,1 et 0,5 m"
398953,"2007",2007-07-16 00:00:00.000,3551308,"Roches, dalles","25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-07-16 00:00:00.000,3551309,"Algues, argiles","75 cm/s <= vitesse < 150 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-07-16 00:00:00.000,3551310,Hydrophytes,"25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-07-16 00:00:00.000,3551311,Litières,Vitesse < 5 cm/s,"Entre 0,1 et 0,5 m"
398953,"2007",2007-07-16 00:00:00.000,3551312,"Branch, racines",Vitesse < 5 cm/s,"Entre 0,1 et 0,5 m"
398953,"2007",2007-07-16 00:00:00.000,3551313,"Pierres, galets","75 cm/s <= vitesse < 150 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-07-16 00:00:00.000,3551314,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-07-16 00:00:00.000,3551315,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-07-16 00:00:00.000,3551316,"Pierres, galets","5 cm/s <= vitesse < 25 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-07-16 00:00:00.000,3551317,Granulats,"25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566006,Bryophytes,"25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566007,"Sables, limons",Vitesse < 5 cm/s,"Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566008,"Roches, dalles","25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566009,"Algues, argiles","25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566010,Hydrophytes,"25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566011,Litières,Vitesse < 5 cm/s,"Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566012,"Branch, racines",Vitesse < 5 cm/s,"Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566013,"Pierres, galets","75 cm/s <= vitesse < 150 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566014,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566015,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566016,"Pierres, galets","5 cm/s <= vitesse < 25 cm/s","Entre 0,1 et 0,5 m"
398953,"2007",2007-09-12 00:00:00.000,3566017,Granulats,"25 cm/s <= vitesse < 75 cm/s","Entre 0,1 et 0,5 m"
398953,"2008",2008-06-24 00:00:00.000,3578389,,,
398953,"2008",2008-06-24 00:00:00.000,3578390,,,
398953,"2008",2008-06-24 00:00:00.000,3578391,,,
398953,"2009",2009-06-29 00:00:00.000,3589677,,,
398953,"2009",2009-06-29 00:00:00.000,3589678,,,
398953,"2009",2009-06-29 00:00:00.000,3589679,,,
398953,"2010",2010-07-09 00:00:00.000,3597765,,,
398953,"2010",2010-07-09 00:00:00.000,3597766,,,
398953,"2010",2010-07-09 00:00:00.000,3597767,,,
398953,"2011",2011-07-04 00:00:00.000,3603998,,,
398953,"2011",2011-07-04 00:00:00.000,3603999,,,
398953,"2011",2011-07-04 00:00:00.000,3604000,,,
398953,"2012",2012-07-26 00:00:00.000,3613898,,,
398953,"2012",2012-07-26 00:00:00.000,3613899,,,
398953,"2012",2012-07-26 00:00:00.000,3613900,,,
398953,"2013",2013-07-17 00:00:00.000,3624508,,,
398953,"2013",2013-07-17 00:00:00.000,3624509,,,
398953,"2013",2013-07-17 00:00:00.000,3624510,,,
398953,"2009",2009-06-30 00:00:00.000,3638849,,,
398953,"2009",2009-06-30 00:00:00.000,3641529,,,
398953,"2013",2013-07-10 00:00:00.000,3647195,,,
398953,"2011",2011-06-16 00:00:00.000,3658087,,,
398953,"2013",2013-07-10 00:00:00.000,3674238,,,
398953,"2007",2007-07-11 00:00:00.000,3674475,,,
398953,"2007",2007-07-11 00:00:00.000,3674476,,,
398953,"2011",2011-06-16 00:00:00.000,3676896,,,
398954,"2010",2010-07-19 00:00:00.000,3541603,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398954,"2011",2011-10-19 00:00:00.000,3544914,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398954,"2012",2012-07-12 00:00:00.000,3545126,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398954,"2013",2013-07-29 00:00:00.000,3545206,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398954,"2010",2010-09-16 00:00:00.000,3598683,,,
398954,"2010",2010-09-16 00:00:00.000,3598684,,,
398954,"2010",2010-09-16 00:00:00.000,3598685,,,
398954,"2011",2011-06-13 00:00:00.000,3603935,,,
398954,"2011",2011-06-13 00:00:00.000,3603936,,,
398954,"2011",2011-06-13 00:00:00.000,3603937,,,
398954,"2012",2012-06-20 00:00:00.000,3613820,,,
398954,"2012",2012-06-20 00:00:00.000,3613821,,,
398954,"2012",2012-06-20 00:00:00.000,3613822,,,
398954,"2013",2013-07-19 00:00:00.000,3624511,,,
398954,"2013",2013-07-19 00:00:00.000,3624512,,,
398954,"2013",2013-07-19 00:00:00.000,3624513,,,
398955,"2010",2010-07-30 00:00:00.000,3541604,"Pierres, galets",Vitesse < 5 cm/s,
398955,"2013",2013-07-23 00:00:00.000,3545207,"Roches, dalles",Vitesse < 5 cm/s,
398956,"2012",2012-07-11 00:00:00.000,3545174,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398958,"2010",2010-08-11 00:00:00.000,3541606,"Pierres, galets",Vitesse < 5 cm/s,
398958,"2011",2011-08-04 00:00:00.000,3544916,"Roches, dalles",Vitesse < 5 cm/s,
398958,"2012",2012-07-27 00:00:00.000,3545127,"Pierres, galets",Vitesse < 5 cm/s,
398958,"2013",2013-07-23 00:00:00.000,3545208,"Pierres, galets",Vitesse < 5 cm/s,
398959,"2007",2007-09-25 00:00:00.000,3534609,,Vitesse < 5 cm/s,
398959,"2008",2008-10-14 00:00:00.000,3536280,"roches, dalles, blocs",Vitesse < 5 cm/s,
398959,"2009",2009-09-22 00:00:00.000,3537169,"roches, dalles, blocs",Vitesse < 5 cm/s,
398959,"2010",2010-10-13 00:00:00.000,3539613,pierres,Vitesse < 5 cm/s,
398959,"2011",2011-10-06 00:00:00.000,3545025,Palplanches hors bois,Vitesse < 5 cm/s,
398959,"2012",2012-10-16 00:00:00.000,3545089,Palplanches hors bois,Vitesse < 5 cm/s,
398959,"2013",2013-09-17 00:00:00.000,3545209,"Roches, dalles","25 cm/s <= vitesse < 75 cm/s",
398959,"2010",2010-10-06 00:00:00.000,3646971,,,
398959,"2008",2008-10-09 00:00:00.000,3665682,,,
398959,"2008",2008-10-09 00:00:00.000,3665683,,,
398959,"2012",2012-09-19 00:00:00.000,3671413,,,
398959,"2012",2012-09-19 00:00:00.000,3671414,,,
398960,"2010",2010-07-30 00:00:00.000,3541607,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398960,"2011",2011-07-05 00:00:00.000,3544917,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398960,"2012",2012-07-27 00:00:00.000,3545176,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398960,"2013",2013-07-23 00:00:00.000,3545210,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398961,"2010",2010-07-30 00:00:00.000,3541608,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398961,"2011",2011-07-05 00:00:00.000,3544918,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398961,"2012",2012-07-27 00:00:00.000,3545128,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398961,"2013",2013-07-23 00:00:00.000,3545211,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398962,"2007",2007-09-25 00:00:00.000,3534580,,Vitesse < 5 cm/s,
398962,"2008",2008-10-14 00:00:00.000,3536281,"roches, dalles, blocs","5 cm/s <= vitesse < 25 cm/s",
398962,"2009",2009-09-22 00:00:00.000,3537170,"roches, dalles, blocs",Vitesse < 5 cm/s,
398962,"2010",2010-10-13 00:00:00.000,3539614,pierres,Vitesse < 5 cm/s,
398962,"2011",2011-10-06 00:00:00.000,3545016,Palplanches hors bois,Vitesse < 5 cm/s,
398962,"2013",2013-09-27 00:00:00.000,3545316,Palplanches hors bois,"5 cm/s <= vitesse < 25 cm/s",
398962,"2007",2007-08-06 00:00:00.000,3576677,,,
398962,"2007",2007-08-06 00:00:00.000,3576678,,,
398962,"2007",2007-08-06 00:00:00.000,3576679,,,
398962,"2008",2008-06-26 00:00:00.000,3578398,,,
398962,"2008",2008-06-26 00:00:00.000,3578399,,,
398962,"2008",2008-06-26 00:00:00.000,3578400,,,
398962,"2009",2009-06-17 00:00:00.000,3589686,,,
398962,"2009",2009-06-17 00:00:00.000,3589687,,,
398962,"2009",2009-06-17 00:00:00.000,3589688,,,
398962,"2010",2010-07-28 00:00:00.000,3597774,,,
398962,"2010",2010-07-28 00:00:00.000,3597775,,,
398962,"2010",2010-07-28 00:00:00.000,3597776,,,
398962,"2011",2011-07-20 00:00:00.000,3604007,,,
398962,"2011",2011-07-20 00:00:00.000,3604008,,,
398962,"2011",2011-07-20 00:00:00.000,3604009,,,
398962,"2012",2012-07-11 00:00:00.000,3613907,,,
398962,"2012",2012-07-11 00:00:00.000,3613908,,,
398962,"2012",2012-07-11 00:00:00.000,3613909,,,
398962,"2013",2013-07-17 00:00:00.000,3624523,,,
398962,"2013",2013-07-17 00:00:00.000,3624524,,,
398962,"2013",2013-07-17 00:00:00.000,3624525,,,
398962,"2013",2013-07-10 00:00:00.000,3647196,,,
398962,"2010",2010-09-29 00:00:00.000,3649402,,,
398962,"2008",2008-10-01 00:00:00.000,3649414,,,
398962,"2009",2009-07-01 00:00:00.000,3652384,,,
398962,"2012",2012-09-13 00:00:00.000,3660751,,,
398962,"2011",2011-06-15 00:00:00.000,3666002,,,
398962,"2007",2007-09-21 00:00:00.000,3671729,,,
398963,"2010",2010-07-30 00:00:00.000,3541609,"Pierres, galets","5 cm/s <= vitesse < 25 cm/s",
398963,"2011",2011-07-05 00:00:00.000,3544919,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398963,"2012",2012-07-27 00:00:00.000,3545129,"Pierres, galets","5 cm/s <= vitesse < 25 cm/s",
398963,"2013",2013-07-23 00:00:00.000,3545212,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398964,"2007",2007-09-25 00:00:00.000,3534581,pierres,"25 cm/s <= vitesse < 75 cm/s",
398964,"2008",2008-10-14 00:00:00.000,3536282,pierres,"25 cm/s <= vitesse < 75 cm/s",
398964,"2009",2009-09-22 00:00:00.000,3537171,pierres,"25 cm/s <= vitesse < 75 cm/s",
398964,"2010",2010-10-13 00:00:00.000,3539615,pierres,"25 cm/s <= vitesse < 75 cm/s",
398964,"2011",2011-10-06 00:00:00.000,3545015,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398964,"2012",2012-10-25 00:00:00.000,3545082,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398964,"2013",2013-09-27 00:00:00.000,3545315,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398964,"2007",2007-08-02 00:00:00.000,3576674,,,
398964,"2007",2007-08-02 00:00:00.000,3576675,,,
398964,"2007",2007-08-02 00:00:00.000,3576676,,,
398964,"2008",2008-06-25 00:00:00.000,3578395,,,
398964,"2008",2008-06-25 00:00:00.000,3578396,,,
398964,"2008",2008-06-25 00:00:00.000,3578397,,,
398964,"2009",2009-06-17 00:00:00.000,3589683,,,
398964,"2009",2009-06-17 00:00:00.000,3589684,,,
398964,"2009",2009-06-17 00:00:00.000,3589685,,,
398964,"2010",2010-07-26 00:00:00.000,3597771,,,
398964,"2010",2010-07-26 00:00:00.000,3597772,,,
398964,"2010",2010-07-26 00:00:00.000,3597773,,,
398964,"2011",2011-07-07 00:00:00.000,3604004,,,
398964,"2011",2011-07-07 00:00:00.000,3604005,,,
398964,"2011",2011-07-07 00:00:00.000,3604006,,,
398964,"2012",2012-10-25 00:00:00.000,3613901,,,
398964,"2012",2012-10-25 00:00:00.000,3613902,,,
398964,"2012",2012-10-25 00:00:00.000,3613903,,,
398964,"2013",2013-09-27 00:00:00.000,3624655,,,
398964,"2013",2013-09-27 00:00:00.000,3624656,,,
398964,"2013",2013-09-27 00:00:00.000,3624657,,,
398964,"2010",2010-09-29 00:00:00.000,3644305,,,
398964,"2008",2008-10-01 00:00:00.000,3646731,,,
398964,"2008",2008-10-01 00:00:00.000,3646732,,,
398964,"2012",2012-09-13 00:00:00.000,3671433,,,
398965,"2007",2007-09-25 00:00:00.000,3534610,pierres,"75 cm/s <= vitesse < 150 cm/s",
398965,"2008",2008-10-14 00:00:00.000,3536283,pierres,"75 cm/s <= vitesse < 150 cm/s",
398965,"2009",2009-09-22 00:00:00.000,3537172,pierres,"25 cm/s <= vitesse < 75 cm/s",
398965,"2010",2010-10-13 00:00:00.000,3539616,pierres,"25 cm/s <= vitesse < 75 cm/s",
398965,"2012",2012-10-16 00:00:00.000,3545096,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
398965,"2013",2013-09-27 00:00:00.000,3545324,"Pierres, galets","25 cm/s <= vitesse < 75 cm/s",
